ticker,date,headline_after_tokenize,label,fore_volatility,true_volatility
1,2019/8/23,亿元 近 强 招商银行 影响 获 资金 有限公司 公告 融资客 拟 LPR 专项报告 科技 罚 半年度 大 贷款 逾 募集 股份 企业 董事会 牛市 部分 涨停潮,0,0.022675053,0.011507411
1,2019/8/26,上半年 近 金融 获 首次 新 资金 有限公司 专项报告 科技 公司 半年度 大 上涨 A股 股份 募集 中国 连续 上市银行 兴业银行,0,0.023307133,0.009993489
1,2019/8/27,中国 A股 贷款 银保监 保险 股东 有限公司 进展公告 LPR 会 企业 罚 公司 买 理财产品 新 上市银行,0,0.022818578,0.011219044
1,2019/8/28,有限公司 A股 贷款 上市银行 使用闲置 公告 资金购买 支行 上半年 LPR 股份 募集 下滑 理财产品 进行现金管理 大 资金,0,0.021426037,0.011734269
1,2019/8/29,中国 A股 有限公司 公告 专项报告 遭 股份 强 募集 半年度 新 上市银行 大 资金,0,0.020788568,0.010157116
1,2019/8/30,有限公司 A股 贷款 公告 专项报告 股份 募集 公司 半年度 新 上市银行 下 资金,0,0.022568724,0.018488989
1,2019/8/9,银行股 亿元 理财 拟 上半年 近 两市 半年报 金融 获 资金 新 行业 热情,0,0.0192931,0.009269741
1,2019/9/10,中国 有限公司 股份 强 科技 金融 董事会 六大,0,0.019343775,0.011433936
1,2019/9/11,有限公司 亿元 公告 近 股份 科技 金融 理财产品 新 兴业银行,0,0.019055201,0.017110915
1,2019/9/12,中国 A股 有限公司 亿元 公告 进展公告 上半年 股份 募集 科技 金融 资金 买 新 进行现金管理 行业,0,0.012409924,0.020882537
1,2019/9/16,有限公司 A股 公告 进展公告 不减 上半年 盈利 科技 金融 公司 六大,0,0.017822955,0.017587072
1,2019/9/17,中国 保险 有限公司 亿元 进展公告 上半年 股份 科技 招商银行,0,0.01818549,0.017113603
1,2019/9/18,股东 有限公司 贷款 公告 遭 近 股份 获 下 资金,0,0.016909159,0.019587179
1,2019/9/19,有限公司 亿元 公告 发行 股份 科技 数据 招商银行 部分 连续 大 资金,0,0.020317842,0.010488274
1,2019/9/2,有限公司 A股 亿元 公告 上半年 股份 半年报 上市银行 大,0,0.019079862,0.019961493
1,2019/9/20,亿元 近 金融 获 新 资金 有限公司 银行股 公告 快讯 科技 发布 证券 行业 使用闲置 股份 募集 千亿 大单 中国 资金购买 大涨 部分 理财产品 连续 券商,0,0.016099057,0.016915978999999998
1,2019/9/23,对比 A股 亿元 理财 近 新 获 行业 公司 连续 下 证券 资金,0,0.015514118,0.020159266
1,2019/9/24,有限公司 公告 金融 部分 资金,0,0.014906676,0.022471034
1,2019/9/25,中国 A股 逾 发行 银行板块 涨 快讯 金融 大单,0,0.018143822,0.01910998
1,2019/9/26,发行 获 新 有限公司 银行股 公告 公司 股东 贷款 进展公告 股份 企业 中国 控股 理财产品 部分 连续 下 兴业银行,0,0.016781725,0.018947467
1,2019/9/27,中国 股东 有限公司 进展公告 银行板块 股份 获 首次 公司 季报,0,0.020383479,0.010524273999999998
1,2019/9/3,有限公司 公告 不减 股份 数据 半年报 金融 行业 部分 六大 上市银行 大 兴业银行,0,0.016713809,0.022096232
1,2019/9/30,中国 有限公司 亿元 公告 发行 银行板块 LPR 券商 股份 金融 新 下 证券,0,0.020200947,0.010303475
2142,2018/10/16,银行股 季报,0,0.022229395,0.022677434
2142,2018/10/22,贷款 使用 支行 部分 资金,0,0.023880162000000003,0.028600529
2142,2018/10/29,三季度 下降 连续,0,0.020885313,0.027541777000000003
2142,2018/10/30,季报,0,0.020933366,0.013222425
2142,2018/11/14,,0,0.020707993,0.011444645
2142,2018/11/16,,0,0.018645056,0.010898636
2142,2018/11/20,发行 亿元,0,0.019406244,0.012049148
2142,2018/11/22,发行 资金,0,0.026238751,0.017199186
2142,2018/11/5,企业 罚 盈利,0,0.023817471,0.014381532
2142,2018/11/9,有限公司 公告 股份,0,0.012343586,0.01287025
2142,2018/12/10,,0,0.013164356,0.007717629
2142,2018/12/11,拟 亿元 公司 股份,0,0.012799489,0.015958063999999998
2142,2018/12/20,银保监 招商银行 会,0,0.01142467,0.011218237
2142,2018/12/21,,0,0.013158087,0.008060696
2142,2018/12/26,公告,0,0.012791336,0.011969015
2142,2018/12/27,有限公司 股份,0,0.017290403,0.009241049
2142,2018/12/4,股份 金融 控股,0,0.015593687,0.010835339
2142,2018/12/6,,0,0.012313633,0.012813641
2142,2018/12/7,A股 亿元 公告 拟 部分,0,0.014174746,0.013209363
2142,2018/6/26,,0,0.024572652,0.008387409
2142,2018/7/10,,0,0.011971897,0.009917867
2142,2018/7/11,遭,0,0.015606994,0.017079096000000002
2142,2018/7/16,,0,0.013503416,0.014482494
2142,2018/7/17,亿元 逾 股份,0,0.016418395,0.010931752
2142,2018/7/23,A股 银行股 近,0,0.017445235,0.01058265
2142,2018/7/24,上市银行 逾 南京,0,0.015192177,0.011731085
2142,2018/7/25,买,0,0.015155233,0.017490699
2142,2018/7/26,,0,0.01529292,0.016845348
2142,2018/7/27,,0,0.015422056000000003,0.017356317
2142,2018/7/30,银行股 快讯 南京 会,0,0.015431847,0.01542525
2142,2018/7/31,银行股 亿元 南京 近 大涨 快讯 会 金融 上市银行 大,0,0.014328278,0.017191241
2142,2018/7/5,近,0,0.012050174,0.018814261
2142,2018/7/6,亿元 银行板块 近 千亿 大单,0,0.011403773999999998,0.018662673
2142,2018/7/9,银行板块 招商银行 金融 快讯,0,0.015597786,0.025127066
2142,2018/8/1,银行股 银行板块 股份 快讯 共振,0,0.01808973,0.021509053
2142,2018/8/15,亿元,0,0.016151286,0.022069523
2142,2018/8/2,上市银行 半年度 股份,0,0.018976591,0.011662199
2142,2018/8/21,上半年 亿元 半年报,0,0.020037514,0.010644751
2142,2018/8/23,上市银行,0,0.015976828000000002,0.021934498
2142,2018/8/3,A股 半年报 下降,0,0.016107886000000002,0.018090428
2142,2018/9/20,银行板块 快讯,0,0.016413706,0.01801732
2142,2018/9/26,获,0,0.01628037,0.016628402
2142,2018/9/27,中国 股份 发布,0,0.011981907,0.00718529
2142,2019/1/16,有限公司 公告 股份,0,0.010711203,0.009570931
2142,2019/1/24,银行板块 招商银行,0,0.011152674,0.0035023370000000003
2142,2019/1/29,上市银行 影响,0,0.010905545,0.006952659
2142,2019/1/31,,0,0.012115681,0.013470998
2142,2019/1/4,有限公司 公告 股份,0,0.020533545,0.011063032
2142,2019/10/10,有限公司 贷款 公告 上半年 企业 罚 公司 金融 影响 下,0,0.019168842,0.011118703
2142,2019/10/11,有限公司 银行股 公告 股份 募集 公开发行股票 行业,0,0.018830093,0.003967374
2142,2019/10/14,A股 公告 涨停 季报 近 牛市 金融租赁,0,0.018727866,0.012838436000000002
2142,2019/10/15,有限公司 银行股 公告 进展公告 股份,0,0.020265619,0.013685956
2142,2019/10/16,银行股 大,0,0.019819553,0.013675038999999998
2142,2019/10/17,有限公司 股东 逾 公告 股份 大,0,0.01966931,0.016648226999999998
2142,2019/10/18,股东 贷款 亿元 发行 控股 企业 获 公司 公开发行股票,0,0.017606206,0.014932441
2142,2019/10/21,银行板块 银行股 快讯,0,0.019709185,0.012115523
2142,2019/10/22,发行 亿元 资金,0,0.019661756,0.010076779
2142,2019/10/23,银行股 券商 大单,0,0.018952796,0.012589902
2142,2019/10/24,银行股 银行板块 张家港 影响 上市银行 券商 季报,0,0.018761886,0.0091375
2142,2019/10/25,理财,0,0.013738461,0.023453164
2142,2019/10/28,股东 亿元 理财 公告 三季度 公司 部分 理财产品 新,0,0.01381816,0.023606303
2142,2019/10/29,有限公司 亿元 股份,0,0.014403533,0.023701426
2142,2019/10/30,亿元 逾 三季度 下滑 获 任职资格 核准 季报,0,0.018124421,0.02051481
2142,2019/10/31,有限公司 资金购买 使用 亿元 进展公告 三季度 盈利 股份 理财产品 新 上市银行 行业,0,0.01849839,0.01664177
2142,2019/10/8,股东 有限公司 银行股 使用闲置 公告 进展公告 上半年 涨 大涨 股份 募集 资金 共振 买 公司 新 进行现金管理 行业,0,0.020770463,0.014539185
2142,2019/10/9,A股 银行股 亿元 跨境 银行板块 大涨 科技 企业 上涨 资金 金融租赁,0,0.015113074,0.02087148
2142,2019/11/1,贷款 银行股 理财 三季度 银行板块 股份 快讯 发布 上市银行 大 行业 季报,0,0.016185613,0.012427776
2142,2019/11/11,A股 下降 三季度 近 上市银行 季报,0,0.01879324,0.017663846
2142,2019/11/12,有限公司 公告 股份 金融 证券,0,0.018833201,0.016736393999999998
2142,2019/11/13,上半年,0,0.013801982,0.01723391
2142,2019/11/14,有限公司 使用 南京 进展公告 公告 股份 募集 部分 资金,0,0.014135937,0.017973338999999998
2142,2019/11/15,,0,0.015705656999999998,0.019380906
2142,2019/11/18,公告 光大银行,0,0.016542939,0.010162141
2142,2019/11/19,A股 金融,0,0.015999915,0.011758768
2142,2019/11/20,银行股 公告 企业 招商银行 兴业银行,0,0.015771493,0.014002356
2142,2019/11/21,股东 有限公司 公告 股份 控股 获,0,0.01583016,0.013988668
2142,2019/11/22,有限公司 A股 亿元 进展公告 发行 理财产品,0,0.018115399,0.012279512
2142,2019/11/25,有限公司 股份,0,0.016913315,0.011115572
2142,2019/11/26,有限公司 A股 银行股 公告 跨境 股份 募集 企业 资金,0,0.020088981,0.010243034
2142,2019/11/27,中国 有限公司 南京 公告 股份 募集 招商银行 上市银行 资金,0,0.017001106000000002,0.009963424
2142,2019/11/28,有限公司 公告 股份,0,0.019926858,0.008061767
2142,2019/11/4,亿元 公司 公告,0,0.019677654,0.007864557
2142,2019/11/5,有限公司 股东 药业 公告 进展公告 逾 三季度 盈利 控股 股份 千亿 公司 上市银行 大 证券 兴业银行 季报,0,0.01905347,0.010882237
2142,2019/11/6,有限公司 资金购买 银行股 公告 股份 募集 理财产品 上市银行 大 证券 季报,0,0.01897718,0.010441234
2142,2019/11/7,A股 行业,0,0.016562764,0.010732171
2142,2019/11/8,有限公司 股份 资金,0,0.016351807,0.022494185
2142,2019/12/10,股东 公告 理财,0,0.016366963999999998,0.021000446
2142,2019/12/11,公司 金融租赁,0,0.016931677,0.019590099
2142,2019/12/12,有限公司 股东 使用闲置 亿元 公告 进展公告 理财 股份 募集 科技 金融 公司 买 发布 资金,0,0.014865477,0.020066851
2142,2019/12/13,有限公司 进展公告 批复 股份 募集 进行现金管理 获 公司 公开发行股票 核准 资金,0,0.018153139,0.014405429
2142,2019/12/16,三季度 发行 南京 理财产品,0,0.016146538000000002,0.012594382
2142,2019/12/17,对比 A股 银行股 有限公司 进展公告 股份 募集 进行现金管理 上市银行 资金,0,0.01612026,0.014139724
2142,2019/12/18,罚,0,0.017480008999999998,0.01384281
2142,2019/12/19,中国 南京,0,0.016772012,0.011039987
2142,2019/12/2,,0,0.017734954,0.0103311
2142,2019/12/20,对比 有限公司 银保监 药业 理财 亿元 ST 批复 股份 获 公司 部分 上市银行 大,0,0.017192686000000002,0.009849144
2142,2019/12/23,,0,0.016402259,0.008417794000000001
2142,2019/12/24,有限公司 公告 拟 银行板块 募集 股份 资金,0,0.016537625,0.005944424
2142,2019/12/25,有限公司 银保监 资金购买 公告 批复 任职资格 支行 股份 募集 科技 理财产品 新 核准 大 行业,0,0.016340173,0.014555954
2142,2019/12/26,,0,0.014779255,0.014271879
2142,2019/12/27,中国 新 金融 公告,0,0.016481,0.010260227
2142,2019/12/3,有限公司 公告 股份 数据 金融,0,0.013959765,0.013341627
2142,2019/12/30,中国 有限公司 银行板块 股份 企业 董事会 全球银行 新 行业,0,0.015134238,0.01151182
2142,2019/12/31,有限公司 公告 发行 股份 募集 数据 金融 资金 行业,0,0.016473717,0.011408594
2142,2019/12/4,中国 公司 六大,0,0.016421500000000002,0.01497585
2142,2019/12/5,有限公司 使用闲置 进展公告 募集 进行现金管理 大 资金,0,0.016149548,0.015484394
2142,2019/12/6,有限公司 A股 银行股 银保监 公告 批复 近 股份 企业 部分 六大,0,0.016269613,0.020714136
2142,2019/12/9,银行股,0,0.009699163,0.017251512
2142,2019/2/12,,0,0.010013468,0.014694349
2142,2019/2/18,保险 券商,0,0.033072695,0.009355351
2142,2019/2/27,亿元 公司,0,0.030200856,0.008031515
2142,2019/2/28,股份 公告 有限公司 科技,0,0.023142714,0.008631831999999999
2142,2019/3/13,,0,0.017762612,0.016146341
2142,2019/3/15,,0,0.017680434,0.015797777
2142,2019/3/18,,0,0.018124199,0.017601086000000002
2142,2019/3/19,金融,0,0.019316241,0.015945396
2142,2019/3/22,,0,0.01900297,0.027237509
2142,2019/3/25,罚,0,0.019735457,0.029437711
2142,2019/3/26,股东 亿元 遭 股份 快讯 公司,0,0.020230003,0.015990854
2142,2019/3/29,下降 贷款 亿元 拟 银行板块 近 张家港 招商银行 连续,0,0.01558048,0.018989409
2142,2019/3/7,,0,0.016670148,0.018888463
2142,2019/3/8,罚,0,0.023878294,0.011985328
2142,2019/4/1,涨 获 上涨 资金,0,0.022259574,0.013350349
2142,2019/4/11,新 金融 盈利,0,0.0246202,0.016941501
2142,2019/4/2,有限公司 银行股 股份 资金,0,0.019017826,0.015463763
2142,2019/4/22,,0,0.01993166,0.031246768
2142,2019/4/25,一季度,0,0.019129081000000003,0.036596287000000005
2142,2019/4/26,有限公司 股份,0,0.020031817,0.036019667000000005
2142,2019/4/29,,0,0.021735073,0.017877181000000002
2142,2019/4/3,,0,0.021082084,0.016790213999999998
2142,2019/4/4,A股 六大,0,0.020575653,0.014146129
2142,2019/4/8,银行股 涨 南京,0,0.016728085,0.011133866
2142,2019/4/9,,0,0.023501412000000003,0.013055806
2142,2019/5/16,股东 新 大,0,0.022889166,0.016264541
2142,2019/5/17,有限公司 下降 股份 金融 券商 证券 行业,0,0.025074685,0.015473922
2142,2019/5/20,,0,0.021041445,0.015363468
2142,2019/5/21,有限公司 贷款 亿元 进展公告 发行 公司 理财产品 六大,0,0.024684703,0.015921229
2142,2019/5/22,有限公司 贷款 亿元 南京 公告 下滑 一季度 新 行业,0,0.02371246,0.016058737
2142,2019/5/23,有限公司 进展公告 发行 股份 科技,0,0.023611001,0.013228644
2142,2019/5/24,有限公司 南京 股份 募集 新 进行现金管理 资金,0,0.022329063,0.015733659
2142,2019/5/28,有限公司 金融 股份,0,0.022704484,0.00966796
2142,2019/5/29,,0,0.021915297,0.009316211
2142,2019/5/30,,0,0.021538597000000003,0.009732736
2142,2019/5/31,行业,0,0.02371187,0.023990036
2142,2019/5/7,发行 亿元,0,0.026255842,0.020079808
2142,2019/5/8,有限公司 连续 公告 股份,0,0.020763023,0.017538019
2142,2019/6/10,获 新 公司 逾,0,0.021638967,0.012389664
2142,2019/6/11,证券 买,0,0.022055056,0.005786538000000001
2142,2019/6/12,穿越周期 核准 获,0,0.021992543,0.01053114
2142,2019/6/13,强 获 核准 下 资金,0,0.020050996,0.026266194
2142,2019/6/17,贷款 上市银行,0,0.019360379,0.025986453
2142,2019/6/18,亿元 股份,0,0.017412123,0.029031664
2142,2019/6/19,发行,0,0.014406603999999996,0.028769717
2142,2019/6/20,发行 大涨,0,0.021012965,0.015214971
2142,2019/6/25,招商银行 大 上涨,0,0.021241299,0.009232733
2142,2019/6/26,A股 新 上市银行 盈利,0,0.018332731,0.014359327
2142,2019/6/27,,0,0.020862384,0.017879503
2142,2019/6/28,贷款 亿元,0,0.021361932,0.021122644
2142,2019/6/4,股份,0,0.022105522,0.015312047
2142,2019/6/5,股东 大,0,0.021585112000000004,0.017178233
2142,2019/6/6,季报,0,0.017735292,0.016987756
2142,2019/7/1,前四 上半年 强 全球银行 发布 包揽 上市银行 行业,0,0.018368835,0.025007363
2142,2019/7/10,逾 亿元 公告 发行 上半年 股份 强 数据 全球银行 上市银行 大,0,0.022323604,0.01910287
2142,2019/7/11,有限公司 资金购买 亿元 进展公告 发行 募集 公司 首次 理财产品,0,0.021096741,0.018151583
2142,2019/7/12,A股 银行股 亿元 发行 涨,0,0.023062975,0.016170139
2142,2019/7/15,企业 数据 金融 强,0,0.022193764,0.014440815
2142,2019/7/16,,0,0.020718208,0.015124487
2142,2019/7/17,银行股 大 半年报 招商银行 券商 证券 行业,0,0.021697343,0.014368055
2142,2019/7/18,A股 下降 亿元 公告 拟 上半年 会 大 半年报 招商银行 金融 数据 新 上市银行 下 行业,0,0.020668974,0.013882068
2142,2019/7/19,股东 A股 亿元 理财 上半年 盈利 控股 股份 公司 发布 新 上市银行 上涨,0,0.018467502,0.01172058
2142,2019/7/2,中国 银保监 亿元 理财 公告 上半年 强 公司 理财产品 全球银行 核准,0,0.020984427000000003,0.011145946
2142,2019/7/22,A股 银行股 半年报 发布 上市银行 证券 行业,0,0.020334906,0.01076221
2142,2019/7/23,有限公司 下降 公告 进展公告 银行板块 上半年 募集 罚 获 资金 进行现金管理 上市银行 证券 行业,0,0.020577038,0.008783258
2142,2019/7/24,有限公司 公告 近 股份 强 募集 资金 公司 部分 下 上涨 行业,0,0.02012615,0.009638179
2142,2019/7/25,有限公司 下 股份 董事会 上市银行 大 行业,0,0.020200162,0.003787066
2142,2019/7/26,有限公司 A股 公告 发行 股份 券商,0,0.020174529,0.005705616
2142,2019/7/29,A股 上市银行,0,0.017785073000000002,0.01121877
2142,2019/7/3,银行股 亿元 强 全球银行 新 行业,0,0.015886638999999998,0.006532706
2142,2019/7/30,银行股 上市银行 半年报,0,0.019905566,0.00484433
2142,2019/7/31,金融 大 证券 行业,0,0.018407774,0.016226711
2142,2019/7/4,有限公司 银行股 使用闲置 进展公告 上半年 募集 强 罚 董事会 全球银行 进行现金管理 资金,0,0.019624238,0.015984724
2142,2019/7/5,有限公司 银保监 贷款 使用 资金购买 进展公告 股份 会 罚 理财产品 行业,0,0.017820463999999998,0.026171134
2142,2019/7/8,有限公司 银保监 理财 公告 金融 理财产品 部分 证券 行业,0,0.019282718,0.025117537
2142,2019/7/9,有限公司 A股 银行股 公告 进展公告 上半年 新,0,0.019801242,0.006153512
2142,2019/8/1,有限公司 资金购买 南京 公告 发行 股份 募集 理财产品,0,0.01607284,0.013829557
